CropID,CropYield,PestInfestationCount,DateID,WeatherID,Date,Year,Month,Quarter,Season,Day of the Week,Holidays,Crop Name,Crop Type,Soil Type,Irrigation Type,Location,Temperature,Precipitation,Wind Speed,Weather Conditions
354,832,0,354,354,2023-07-26,2023,7,Q3,Autumn,Wednesday,True,Crop354,Wheat,Clay,Drip,Location354,24.38,17.25,5.67,Cloudy
355,648,3,355,355,2023-08-10,2023,8,Q3,Autumn,Thursday,True,Crop355,Rice,Clay,Drip,Location355,26.58,15.31,13.95,Rainy
356,1087,0,356,356,2023-02-26,2023,2,Q1,Spring,Sunday,False,Crop356,Wheat,Loam,Drip,Location356,31.33,10.21,12.6,Rainy
357,1425,8,357,357,2023-09-25,2023,9,Q3,Winter,Monday,True,Crop357,Wheat,Loam,Sprinkler,Location357,31.22,17.35,24.73,Sunny
358,821,6,358,358,2023-06-15,2023,6,Q2,Autumn,Thursday,False,Crop358,Rice,Loam,Drip,Location358,24.36,10.37,24.36,Sunny
359,804,2,359,359,2023-07-07,2023,7,Q3,Summer,Friday,False,Crop359,Wheat,Loam,Drip,Location359,29.92,6.84,13.09,Sunny
360,519,7,360,360,2023-08-06,2023,8,Q3,Winter,Sunday,True,Crop360,Rice,Clay,Drip,Location360,20.26,11.21,9.43,Rainy
361,508,2,361,361,2023-03-26,2023,3,Q1,Spring,Sunday,False,Crop361,Rice,Loam,Sprinkler,Location361,24.05,11.08,24.38,Sunny
362,975,4,362,362,2023-03-29,2023,3,Q1,Spring,Wednesday,True,Crop362,Wheat,Clay,Drip,Location362,25.14,3.15,8.52,Rainy
363,776,5,363,363,2023-10-29,2023,10,Q4,Spring,Sunday,True,Crop363,Wheat,Clay,Drip,Location363,24.01,2.67,18.59,Rainy
364,1345,10,364,364,2023-03-04,2023,3,Q1,Summer,Saturday,False,Crop364,Rice,Loam,Drip,Location364,20.24,18.0,7.74,Cloudy
365,1499,0,365,365,2023-04-23,2023,4,Q2,Spring,Sunday,True,Crop365,Wheat,Clay,Sprinkler,Location365,24.22,6.76,19.32,Rainy
366,829,7,366,366,2023-07-03,2023,7,Q3,Winter,Monday,False,Crop366,Rice,Clay,Drip,Location366,24.83,13.58,18.06,Rainy
367,1058,2,367,367,2023-12-02,2023,12,Q4,Winter,Saturday,True,Crop367,Rice,Clay,Sprinkler,Location367,30.47,18.27,15.14,Cloudy
368,1243,4,368,368,2023-03-27,2023,3,Q1,Autumn,Monday,False,Crop368,Rice,Loam,Drip,Location368,21.42,18.31,22.55,Cloudy
369,783,2,369,369,2023-09-23,2023,9,Q3,Winter,Saturday,False,Crop369,Rice,Clay,Drip,Location369,33.56,14.13,7.8,Rainy
370,942,2,370,370,2023-04-04,2023,4,Q2,Summer,Tuesday,False,Crop370,Rice,Loam,Sprinkler,Location370,22.78,16.99,9.33,Cloudy
371,750,6,371,371,2023-10-12,2023,10,Q4,Autumn,Thursday,False,Crop371,Rice,Clay,Drip,Location371,27.06,2.19,12.47,Cloudy
372,951,0,372,372,2023-03-02,2023,3,Q1,Spring,Thursday,True,Crop372,Rice,Clay,Sprinkler,Location372,26.51,0.36,8.72,Cloudy
373,872,4,373,373,2023-05-20,2023,5,Q2,Winter,Saturday,False,Crop373,Wheat,Clay,Drip,Location373,32.99,9.37,12.14,Sunny
374,1478,1,374,374,2023-06-19,2023,6,Q2,Summer,Monday,False,Crop374,Rice,Clay,Sprinkler,Location374,28.51,8.68,18.03,Cloudy
375,807,10,375,375,2023-12-06,2023,12,Q4,Autumn,Wednesday,True,Crop375,Wheat,Clay,Drip,Location375,21.88,15.96,5.15,Cloudy
376,1211,4,376,376,2023-05-24,2023,5,Q2,Spring,Wednesday,True,Crop376,Wheat,Loam,Drip,Location376,23.38,11.84,15.91,Cloudy
377,1088,7,377,377,2023-11-07,2023,11,Q4,Autumn,Tuesday,False,Crop377,Wheat,Clay,Sprinkler,Location377,21.22,8.53,23.86,Sunny
378,1014,0,378,378,2023-02-11,2023,2,Q1,Winter,Saturday,True,Crop378,Rice,Loam,Drip,Location378,23.82,14.78,5.34,Sunny
379,1180,7,379,379,2023-08-02,2023,8,Q3,Summer,Wednesday,True,Crop379,Wheat,Clay,Sprinkler,Location379,31.8,2.04,24.0,Sunny
380,794,9,380,380,2023-02-27,2023,2,Q1,Spring,Monday,False,Crop380,Rice,Clay,Drip,Location380,21.28,13.31,8.44,Rainy
381,921,7,381,381,2023-06-28,2023,6,Q2,Autumn,Wednesday,True,Crop381,Wheat,Loam,Drip,Location381,34.62,9.71,23.36,Rainy
382,566,3,382,382,2023-09-21,2023,9,Q3,Summer,Thursday,False,Crop382,Rice,Loam,Sprinkler,Location382,28.07,8.62,22.23,Sunny
383,710,5,383,383,2023-07-10,2023,7,Q3,Autumn,Monday,False,Crop383,Rice,Loam,Drip,Location383,32.51,15.56,23.23,Rainy
384,1206,0,384,384,2023-10-08,2023,10,Q4,Autumn,Sunday,False,Crop384,Wheat,Loam,Drip,Location384,22.38,2.86,9.55,Sunny
385,1397,9,385,385,2023-11-01,2023,11,Q4,Winter,Wednesday,True,Crop385,Wheat,Clay,Sprinkler,Location385,24.37,0.02,8.15,Rainy
386,1415,10,386,386,2023-03-27,2023,3,Q1,Autumn,Monday,True,Crop386,Rice,Loam,Sprinkler,Location386,32.13,17.83,23.68,Rainy
387,699,4,387,387,2023-09-28,2023,9,Q3,Winter,Thursday,True,Crop387,Wheat,Clay,Drip,Location387,27.22,6.34,22.08,Sunny
388,568,7,388,388,2023-10-26,2023,10,Q4,Winter,Thursday,False,Crop388,Rice,Loam,Drip,Location388,28.53,14.48,18.39,Sunny
389,711,1,389,389,2023-01-22,2023,1,Q1,Autumn,Sunday,False,Crop389,Wheat,Loam,Drip,Location389,28.77,13.94,22.28,Sunny
390,922,2,390,390,2023-10-03,2023,10,Q4,Autumn,Tuesday,True,Crop390,Rice,Loam,Drip,Location390,30.69,6.96,11.5,Cloudy
391,928,8,391,391,2023-08-15,2023,8,Q3,Winter,Tuesday,True,Crop391,Wheat,Clay,Sprinkler,Location391,32.2,4.44,21.72,Sunny
392,1002,6,392,392,2023-09-28,2023,9,Q3,Spring,Thursday,False,Crop392,Rice,Loam,Sprinkler,Location392,28.57,18.94,6.41,Cloudy
393,920,5,393,393,2023-12-08,2023,12,Q4,Winter,Friday,True,Crop393,Wheat,Clay,Drip,Location393,27.84,0.97,10.89,Rainy
394,1435,5,394,394,2023-05-22,2023,5,Q2,Winter,Monday,False,Crop394,Wheat,Loam,Sprinkler,Location394,34.56,13.81,7.66,Sunny
395,561,0,395,395,2023-05-28,2023,5,Q2,Spring,Sunday,True,Crop395,Wheat,Clay,Drip,Location395,22.24,1.67,9.6,Cloudy
396,1293,1,396,396,2023-03-15,2023,3,Q1,Autumn,Wednesday,False,Crop396,Wheat,Loam,Sprinkler,Location396,31.78,17.44,21.21,Cloudy
397,764,6,397,397,2023-07-18,2023,7,Q3,Spring,Tuesday,True,Crop397,Wheat,Clay,Sprinkler,Location397,30.49,13.87,8.47,Cloudy
398,904,10,398,398,2023-06-23,2023,6,Q2,Summer,Friday,True,Crop398,Rice,Loam,Sprinkler,Location398,31.12,8.17,14.86,Sunny
399,1499,6,399,399,2023-05-27,2023,5,Q2,Summer,Saturday,False,Crop399,Rice,Loam,Drip,Location399,26.31,11.99,9.7,Sunny
400,1002,8,400,400,2023-02-23,2023,2,Q1,Autumn,Thursday,True,Crop400,Wheat,Loam,Sprinkler,Location400,21.28,6.59,16.91,Rainy
401,825,1,401,401,2023-07-25,2023,7,Q3,Autumn,Tuesday,False,Crop401,Rice,Clay,Sprinkler,Location401,32.58,10.72,24.98,Rainy
402,740,2,402,402,2023-10-05,2023,10,Q4,Autumn,Thursday,True,Crop402,Rice,Loam,Drip,Location402,23.38,13.02,12.93,Cloudy
403,957,4,403,403,2023-08-15,2023,8,Q3,Autumn,Tuesday,False,Crop403,Rice,Loam,Drip,Location403,21.14,3.93,6.36,Rainy
404,572,2,404,404,2023-03-22,2023,3,Q1,Summer,Wednesday,True,Crop404,Rice,Loam,Drip,Location404,28.24,9.64,21.99,Sunny
405,1199,1,405,405,2023-07-15,2023,7,Q3,Autumn,Saturday,True,Crop405,Wheat,Clay,Sprinkler,Location405,34.97,4.1,11.39,Rainy
406,958,3,406,406,2023-06-17,2023,6,Q2,Winter,Saturday,True,Crop406,Wheat,Loam,Drip,Location406,22.99,17.4,21.81,Rainy
407,1020,0,407,407,2023-01-21,2023,1,Q1,Autumn,Saturday,True,Crop407,Wheat,Loam,Drip,Location407,32.85,1.37,8.5,Rainy
408,1456,6,408,408,2023-08-14,2023,8,Q3,Summer,Monday,False,Crop408,Rice,Clay,Sprinkler,Location408,32.88,5.99,8.65,Sunny
409,1492,6,409,409,2023-06-26,2023,6,Q2,Spring,Monday,True,Crop409,Wheat,Loam,Drip,Location409,29.85,14.38,17.59,Rainy
410,1224,4,410,410,2023-12-19,2023,12,Q4,Autumn,Tuesday,True,Crop410,Rice,Loam,Drip,Location410,22.58,15.79,14.48,Cloudy
411,896,2,411,411,2023-01-15,2023,1,Q1,Winter,Sunday,True,Crop411,Wheat,Loam,Sprinkler,Location411,31.38,1.42,5.23,Cloudy
412,1454,0,412,412,2023-04-25,2023,4,Q2,Spring,Tuesday,True,Crop412,Rice,Loam,Drip,Location412,26.58,5.78,23.92,Cloudy
413,898,5,413,413,2023-05-10,2023,5,Q2,Summer,Wednesday,False,Crop413,Rice,Clay,Sprinkler,Location413,28.78,2.39,6.51,Sunny
414,603,0,414,414,2023-08-18,2023,8,Q3,Autumn,Friday,False,Crop414,Wheat,Loam,Drip,Location414,21.82,18.24,17.96,Sunny
415,826,5,415,415,2023-07-21,2023,7,Q3,Summer,Friday,True,Crop415,Wheat,Loam,Drip,Location415,21.63,14.89,13.53,Cloudy
416,747,3,416,416,2023-03-14,2023,3,Q1,Summer,Tuesday,True,Crop416,Wheat,Clay,Sprinkler,Location416,20.25,7.18,19.46,Sunny
417,1463,2,417,417,2023-01-19,2023,1,Q1,Summer,Thursday,True,Crop417,Rice,Clay,Sprinkler,Location417,30.11,8.69,22.47,Cloudy
418,539,9,418,418,2023-02-15,2023,2,Q1,Summer,Wednesday,False,Crop418,Wheat,Loam,Drip,Location418,27.44,2.7,5.62,Rainy
419,844,7,419,419,2023-02-08,2023,2,Q1,Autumn,Wednesday,False,Crop419,Rice,Clay,Sprinkler,Location419,26.54,4.79,11.53,Cloudy
420,756,0,420,420,2023-07-02,2023,7,Q3,Winter,Sunday,True,Crop420,Rice,Loam,Drip,Location420,31.32,18.93,9.82,Sunny
421,1432,8,421,421,2023-01-05,2023,1,Q1,Spring,Thursday,True,Crop421,Rice,Loam,Drip,Location421,28.66,10.19,11.4,Cloudy
422,629,2,422,422,2023-12-08,2023,12,Q4,Autumn,Friday,False,Crop422,Rice,Loam,Drip,Location422,20.47,11.52,20.1,Sunny
423,1287,4,423,423,2023-07-10,2023,7,Q3,Spring,Monday,True,Crop423,Rice,Loam,Sprinkler,Location423,21.42,15.83,5.82,Cloudy
424,577,5,424,424,2023-07-29,2023,7,Q3,Spring,Saturday,False,Crop424,Rice,Loam,Sprinkler,Location424,31.78,12.37,13.49,Sunny
425,1318,0,425,425,2023-04-03,2023,4,Q2,Summer,Monday,False,Crop425,Rice,Loam,Sprinkler,Location425,21.65,14.96,10.17,Rainy
426,1351,3,426,426,2023-12-04,2023,12,Q4,Spring,Monday,True,Crop426,Wheat,Loam,Drip,Location426,30.06,1.71,19.96,Cloudy
427,1206,2,427,427,2023-10-01,2023,10,Q4,Spring,Sunday,False,Crop427,Rice,Clay,Drip,Location427,25.63,5.8,21.14,Rainy
428,1047,3,428,428,2023-05-25,2023,5,Q2,Summer,Thursday,False,Crop428,Rice,Loam,Sprinkler,Location428,24.89,7.81,11.72,Sunny
429,1052,9,429,429,2023-09-09,2023,9,Q3,Summer,Saturday,True,Crop429,Rice,Clay,Sprinkler,Location429,22.85,11.03,9.83,Sunny
430,1482,5,430,430,2023-07-11,2023,7,Q3,Autumn,Tuesday,False,Crop430,Rice,Clay,Sprinkler,Location430,21.99,16.15,7.41,Cloudy
431,797,2,431,431,2023-08-09,2023,8,Q3,Winter,Wednesday,False,Crop431,Wheat,Clay,Sprinkler,Location431,33.74,7.74,18.89,Sunny
432,616,1,432,432,2023-08-13,2023,8,Q3,Autumn,Sunday,True,Crop432,Wheat,Clay,Drip,Location432,29.63,18.42,17.66,Sunny
433,1399,4,433,433,2023-08-08,2023,8,Q3,Autumn,Tuesday,True,Crop433,Wheat,Clay,Sprinkler,Location433,34.06,6.56,8.05,Rainy
434,1179,6,434,434,2023-01-15,2023,1,Q1,Summer,Sunday,False,Crop434,Rice,Clay,Sprinkler,Location434,33.33,2.5,15.7,Sunny
435,1457,3,435,435,2023-10-24,2023,10,Q4,Autumn,Tuesday,False,Crop435,Wheat,Loam,Sprinkler,Location435,22.59,18.97,12.11,Cloudy
436,966,8,436,436,2023-06-28,2023,6,Q2,Winter,Wednesday,False,Crop436,Rice,Loam,Sprinkler,Location436,31.35,10.4,15.71,Rainy
437,1274,5,437,437,2023-02-17,2023,2,Q1,Summer,Friday,False,Crop437,Rice,Loam,Sprinkler,Location437,24.8,6.44,17.42,Sunny
438,877,9,438,438,2023-09-30,2023,9,Q3,Autumn,Saturday,True,Crop438,Rice,Loam,Drip,Location438,32.62,18.2,9.61,Rainy
439,509,10,439,439,2023-10-31,2023,10,Q4,Spring,Tuesday,False,Crop439,Wheat,Clay,Drip,Location439,20.05,6.6,21.32,Sunny
440,1125,7,440,440,2023-01-04,2023,1,Q1,Summer,Wednesday,True,Crop440,Rice,Loam,Sprinkler,Location440,22.31,1.32,18.99,Sunny
441,936,8,441,441,2023-02-13,2023,2,Q1,Summer,Monday,True,Crop441,Rice,Clay,Sprinkler,Location441,29.47,14.71,24.77,Rainy
442,877,9,442,442,2023-02-02,2023,2,Q1,Summer,Thursday,False,Crop442,Wheat,Loam,Sprinkler,Location442,33.45,2.78,14.49,Rainy
443,1043,3,443,443,2023-02-14,2023,2,Q1,Winter,Tuesday,False,Crop443,Wheat,Loam,Drip,Location443,23.2,8.74,19.09,Sunny
444,1380,6,444,444,2023-01-18,2023,1,Q1,Summer,Wednesday,False,Crop444,Rice,Clay,Sprinkler,Location444,25.52,15.5,23.5,Rainy
445,907,5,445,445,2023-08-28,2023,8,Q3,Summer,Monday,False,Crop445,Wheat,Loam,Sprinkler,Location445,34.22,13.62,10.32,Sunny
446,1058,4,446,446,2023-01-29,2023,1,Q1,Winter,Sunday,False,Crop446,Wheat,Clay,Sprinkler,Location446,32.5,4.94,19.17,Sunny
447,908,6,447,447,2023-06-02,2023,6,Q2,Summer,Friday,True,Crop447,Rice,Clay,Sprinkler,Location447,26.27,8.79,16.4,Rainy
448,1155,1,448,448,2023-04-14,2023,4,Q2,Spring,Friday,False,Crop448,Rice,Loam,Drip,Location448,34.98,3.82,7.22,Rainy
449,1124,2,449,449,2023-06-06,2023,6,Q2,Autumn,Tuesday,False,Crop449,Wheat,Clay,Drip,Location449,32.42,13.23,22.62,Sunny
450,671,6,450,450,2023-08-18,2023,8,Q3,Spring,Friday,True,Crop450,Wheat,Loam,Drip,Location450,23.57,11.44,17.37,Rainy
451,1232,6,451,451,2023-12-14,2023,12,Q4,Spring,Thursday,False,Crop451,Rice,Clay,Drip,Location451,25.07,15.04,18.76,Sunny
452,788,3,452,452,2023-02-25,2023,2,Q1,Winter,Saturday,True,Crop452,Rice,Loam,Sprinkler,Location452,24.87,0.55,12.62,Sunny
453,687,1,453,453,2023-01-24,2023,1,Q1,Autumn,Tuesday,False,Crop453,Wheat,Loam,Sprinkler,Location453,26.01,15.69,14.46,Sunny
454,1128,5,454,454,2023-06-03,2023,6,Q2,Spring,Saturday,False,Crop454,Rice,Loam,Drip,Location454,20.12,18.56,15.07,Sunny
455,841,8,455,455,2023-10-29,2023,10,Q4,Spring,Sunday,False,Crop455,Wheat,Clay,Drip,Location455,31.42,12.54,6.51,Cloudy
456,1369,3,456,456,2023-11-06,2023,11,Q4,Spring,Monday,False,Crop456,Wheat,Clay,Sprinkler,Location456,29.3,7.12,6.8,Sunny
457,1228,4,457,457,2023-10-04,2023,10,Q4,Summer,Wednesday,False,Crop457,Wheat,Loam,Drip,Location457,30.9,5.0,22.69,Sunny
458,865,5,458,458,2023-06-25,2023,6,Q2,Winter,Sunday,False,Crop458,Wheat,Loam,Drip,Location458,31.43,9.72,23.67,Sunny
459,837,2,459,459,2023-11-18,2023,11,Q4,Summer,Saturday,False,Crop459,Wheat,Clay,Drip,Location459,20.32,2.75,21.66,Rainy
460,921,0,460,460,2023-12-05,2023,12,Q4,Spring,Tuesday,True,Crop460,Wheat,Clay,Sprinkler,Location460,23.44,19.28,15.23,Cloudy
461,551,2,461,461,2023-08-24,2023,8,Q3,Autumn,Thursday,False,Crop461,Rice,Loam,Drip,Location461,31.66,0.65,10.88,Cloudy
462,1165,9,462,462,2023-12-03,2023,12,Q4,Spring,Sunday,False,Crop462,Rice,Loam,Sprinkler,Location462,33.77,6.5,10.31,Sunny
463,1343,8,463,463,2023-12-02,2023,12,Q4,Winter,Saturday,True,Crop463,Wheat,Clay,Sprinkler,Location463,27.24,14.48,16.2,Cloudy
464,1358,0,464,464,2023-04-19,2023,4,Q2,Summer,Wednesday,False,Crop464,Rice,Loam,Sprinkler,Location464,21.48,13.08,22.88,Cloudy
465,1087,3,465,465,2023-05-06,2023,5,Q2,Summer,Saturday,False,Crop465,Wheat,Loam,Drip,Location465,25.03,14.75,11.27,Rainy
466,759,2,466,466,2023-03-11,2023,3,Q1,Summer,Saturday,False,Crop466,Rice,Loam,Drip,Location466,29.25,10.94,16.76,Sunny
467,1392,6,467,467,2023-03-04,2023,3,Q1,Winter,Saturday,False,Crop467,Wheat,Clay,Drip,Location467,34.5,13.32,21.78,Rainy
468,1213,5,468,468,2023-12-23,2023,12,Q4,Spring,Saturday,False,Crop468,Wheat,Loam,Drip,Location468,28.61,18.28,5.96,Rainy
469,1234,5,469,469,2023-02-25,2023,2,Q1,Spring,Saturday,False,Crop469,Rice,Loam,Sprinkler,Location469,31.83,17.65,19.02,Cloudy
470,995,4,470,470,2023-01-29,2023,1,Q1,Summer,Sunday,False,Crop470,Rice,Loam,Sprinkler,Location470,30.33,8.23,5.23,Sunny
471,537,7,471,471,2023-07-14,2023,7,Q3,Spring,Friday,False,Crop471,Wheat,Clay,Sprinkler,Location471,31.86,7.43,7.64,Cloudy
472,519,1,472,472,2023-09-23,2023,9,Q3,Autumn,Saturday,True,Crop472,Rice,Clay,Sprinkler,Location472,21.6,2.44,13.3,Cloudy
473,616,0,473,473,2023-04-16,2023,4,Q2,Summer,Sunday,True,Crop473,Wheat,Loam,Drip,Location473,34.09,5.86,17.5,Rainy
474,1268,2,474,474,2023-07-23,2023,7,Q3,Autumn,Sunday,True,Crop474,Rice,Loam,Drip,Location474,22.43,2.57,10.05,Sunny
475,1124,3,475,475,2023-04-29,2023,4,Q2,Summer,Saturday,False,Crop475,Wheat,Loam,Drip,Location475,29.66,2.14,18.33,Cloudy
476,825,6,476,476,2023-09-19,2023,9,Q3,Spring,Tuesday,False,Crop476,Wheat,Clay,Drip,Location476,22.15,3.43,8.4,Sunny
477,619,4,477,477,2023-02-22,2023,2,Q1,Summer,Wednesday,True,Crop477,Wheat,Loam,Sprinkler,Location477,30.34,6.73,5.48,Cloudy
478,1054,8,478,478,2023-07-22,2023,7,Q3,Autumn,Saturday,False,Crop478,Rice,Loam,Sprinkler,Location478,33.05,15.01,22.11,Cloudy
479,1464,3,479,479,2023-11-17,2023,11,Q4,Spring,Friday,False,Crop479,Rice,Loam,Drip,Location479,31.71,4.02,22.32,Cloudy
480,560,1,480,480,2023-07-08,2023,7,Q3,Spring,Saturday,False,Crop480,Rice,Clay,Drip,Location480,32.21,17.39,21.21,Cloudy
481,1249,8,481,481,2023-12-20,2023,12,Q4,Autumn,Wednesday,True,Crop481,Rice,Loam,Sprinkler,Location481,30.67,18.88,16.3,Rainy
482,1280,2,482,482,2023-09-24,2023,9,Q3,Spring,Sunday,True,Crop482,Rice,Clay,Drip,Location482,34.23,17.75,9.68,Rainy
483,894,2,483,483,2023-10-14,2023,10,Q4,Summer,Saturday,False,Crop483,Rice,Clay,Sprinkler,Location483,20.61,2.57,13.69,Sunny
484,1068,8,484,484,2023-10-13,2023,10,Q4,Autumn,Friday,False,Crop484,Wheat,Loam,Drip,Location484,22.0,10.65,13.17,Cloudy
485,1230,6,485,485,2023-02-18,2023,2,Q1,Summer,Saturday,False,Crop485,Wheat,Clay,Drip,Location485,33.33,10.97,6.87,Sunny
486,1042,0,486,486,2023-11-06,2023,11,Q4,Autumn,Monday,True,Crop486,Rice,Clay,Sprinkler,Location486,34.01,2.03,19.75,Rainy
487,564,6,487,487,2023-10-26,2023,10,Q4,Winter,Thursday,False,Crop487,Wheat,Loam,Drip,Location487,30.6,4.98,16.78,Sunny
488,801,5,488,488,2023-12-19,2023,12,Q4,Winter,Tuesday,False,Crop488,Rice,Loam,Drip,Location488,20.4,7.51,18.34,Sunny
489,1343,0,489,489,2023-02-11,2023,2,Q1,Winter,Saturday,True,Crop489,Wheat,Clay,Sprinkler,Location489,23.34,6.59,17.28,Sunny
490,731,9,490,490,2023-07-03,2023,7,Q3,Autumn,Monday,True,Crop490,Rice,Clay,Sprinkler,Location490,30.79,4.82,5.54,Cloudy
491,1308,6,491,491,2023-11-03,2023,11,Q4,Summer,Friday,False,Crop491,Rice,Clay,Drip,Location491,26.92,11.51,18.69,Sunny
492,967,6,492,492,2023-06-06,2023,6,Q2,Spring,Tuesday,True,Crop492,Wheat,Clay,Drip,Location492,29.51,2.79,23.61,Sunny
493,1053,1,493,493,2023-06-24,2023,6,Q2,Spring,Saturday,True,Crop493,Rice,Clay,Drip,Location493,27.34,15.74,16.84,Rainy
494,1121,7,494,494,2023-06-07,2023,6,Q2,Winter,Wednesday,False,Crop494,Rice,Loam,Drip,Location494,22.6,9.5,5.61,Rainy
495,1012,6,495,495,2023-11-24,2023,11,Q4,Summer,Friday,False,Crop495,Rice,Loam,Sprinkler,Location495,24.94,14.94,17.3,Rainy
496,693,9,496,496,2023-01-24,2023,1,Q1,Winter,Tuesday,True,Crop496,Wheat,Clay,Drip,Location496,24.44,10.21,21.21,Rainy
497,882,9,497,497,2023-03-30,2023,3,Q1,Summer,Thursday,True,Crop497,Wheat,Clay,Drip,Location497,33.5,14.31,11.83,Sunny
498,700,2,498,498,2023-07-28,2023,7,Q3,Winter,Friday,False,Crop498,Rice,Clay,Drip,Location498,28.42,2.78,11.11,Cloudy
499,1428,2,499,499,2023-09-02,2023,9,Q3,Autumn,Saturday,False,Crop499,Rice,Loam,Sprinkler,Location499,22.84,2.69,8.34,Cloudy
500,650,2,500,500,2023-04-20,2023,4,Q2,Summer,Thursday,False,Crop500,Wheat,Loam,Sprinkler,Location500,23.6,11.78,16.94,Cloudy
